Symbol,Name,IPO Year,Sector,Industry
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,2005.0,Finance,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,2005.0,Finance,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A Common Stock,2020.0,Technology,Computer Software: Prepackaged Software
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,2013.0,Finance,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,2006.0,Finance,Finance Companies
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,2020.0,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,2020.0,Finance,Business Services
EURN,Euronav NV Ordinary Shares,2015.0,Consumer Discretionary,Marine Transportation
EVAX,Evaxion Biotech A/S American Depositary Share,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,2016.0,Technology,Retail: Computer Software & Peripheral Equipment
EVC,Entravision Communications Corporation Common Stock,2000.0,Industrials,Broadcasting
EVCM,EverCommerce Inc. Common Stock,2021.0,Technology,EDP Services
EVER,EverQuote Inc. Class A Common Stock,2018.0,Technology,EDP Services
EVEX,Eve Holding Inc. Common Stock,2022.0,Industrials,Aerospace
EVF,Eaton Vance Senior Income Trust Common Stock,1998.0,Finance,Trusts Except Educational Religious and Charitable
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,2005.0,Finance,Investment Managers
EVH,Evolent Health Inc Class A Common Stock,2015.0,Health Care,Managed Health Care
EVI,EVI Industries Inc.  Common Stock,1999.0,Industrials,Industrial Machinery/Components
EVLO,Evelo Biosciences Inc. Common Stock,2018.0,Consumer Discretionary,Specialty Chemicals
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,2020.0,Technology,Security Systems Services
EVLVW,Evolv Technologies Holdings Inc. Warrant,2020.0,Technology,Security Systems Services
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,2002.0,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust Common Stock,1999.0,Finance,Investment Managers
EVO,Evotec SE American Depositary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EVOJ,Evo Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
EVOJW,Evo Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
EVOK,Evoke Pharma Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
EVOP,EVO Payments Inc. Class A Common Stock,2018.0,Technology,EDP Services
EVR,Evercore Inc. Class A Common Stock,2006.0,Finance,Investment Managers
EVRG,Evergy Inc. Common Stock,2018.0,Utilities,Power Generation
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,2003.0,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,2013.0,Technology,EDP Services
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,2003.0,Finance,Finance/Investors Services
EWCZ,European Wax Center Inc. Class A Common Stock,2021.0,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,2010.0,Finance,Trusts Except Educational Religious and Charitable
EXEL,Exelixis Inc. Common Stock,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFY,Expensify Inc. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,2007.0,Finance,Finance Companies
EXLS,ExlService Holdings Inc. Common Stock,2006.0,Technology,Retail: Computer Software & Peripheral Equipment
EXR,Extra Space Storage Inc Common Stock,2004.0,Real Estate,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,2015.0,Consumer Discretionary,Diversified Commercial Services
EXTR,Extreme Networks Inc. Common Stock,1999.0,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,2017.0,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
EYES,Second Sight Medical Products Inc. Common Stock,2014.0,Health Care,Industrial Specialties
EZFL,EzFill Holdings Inc. Common Stock,2021.0,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,2021.0,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,1991.0,Miscellaneous,Diversified Commercial Services
FA,First Advantage Corporation Common Stock,2021.0,Consumer Discretionary,Business Services
FACA,Figure Acquisition Corp. I Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,2006.0,Finance,Finance/Investors Services
FAMI,Farmmi Inc. Ordinary Shares,2018.0,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Commmon Stock,2012.0,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,2007.0,Finance,Specialty Insurers
FARO,FARO Technologies Inc. Common Stock,1997.0,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,1987.0,Basic Materials,Construction Materials
FAT,FAT Brands Inc. Class A Common Stock,2017.0,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,2021.0,Technology,Computer peripheral equipment
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,1986.0,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,2021.0,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,2021.0,Industrials,Industrial Machinery/Components
FBK,FB Financial Corporation Common Stock,2016.0,Finance,Major Banks
FBNC,First Bancorp Common Stock,1987.0,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,2021.0,Real Estate,Real Estate Investment Trusts
FBRX,Forte Biosciences Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
FCFS,FirstCash Holdings Inc. Common Stock,1991.0,Miscellaneous,Diversified Commercial Services
FCN,FTI Consulting Inc. Common Stock,1999.0,Consumer Discretionary,Professional Services
FCO,abrdn Global Income Fund Inc. Common Stock,1992.0,Finance,Investment Managers
FCPT,Four Corners Property Trust Inc. Common Stock,2015.0,Real Estate,Real Estate Investment Trusts
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,2010.0,Finance,Finance/Investors Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,2004.0,Finance,Finance Companies
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,2015.0,Finance,Trusts Except Educational Religious and Charitable
FDMT,4D Molecular Therapeutics Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
FDP,Fresh Del Monte Produce Inc. Common Stock,1997.0,Consumer Staples,Farming/Seeds/Milling
FDS,FactSet Research Systems Inc. Common Stock,2000.0,Finance,Advertising
FDUS,Fidus Investment Corporation Common Stock,2011.0,Finance,Finance/Investors Services
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,2017.0,Real Estate,Other Consumer Services
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,2012.0,Finance,Finance/Investors Services
FEMY,Femasys Inc. Common Stock,2021.0,Health Care,Medical/Dental Instruments
FEN,First Trust Energy Income and Growth Fund,2004.0,Finance,Finance/Investors Services
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,2011.0,Industrials,Broadcasting
FERG,Ferguson plc Ordinary Shares,2021.0,Consumer Discretionary,Industrial Machinery/Components
FET,Forum Energy Technologies Inc. Common Stock,2012.0,Industrials,Metal Fabrications
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
FEXDU,Fintech Ecosystem Development Corp. Units,2021.0,Industrials,Consumer Electronics/Appliances
FFA,First Trust Enhanced Equity Income Fund,2004.0,Finance,Investment Managers
FFBW,FFBW Inc. Common Stock (MD),2017.0,Finance,Major Banks
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,2003.0,Finance,Trusts Except Educational Religious and Charitable
FFHL,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,2006.0,Industrials,Specialty Chemicals
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,2020.0,Consumer Discretionary,Auto Manufacturing
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,2020.0,Consumer Discretionary,Auto Manufacturing
FFIV,F5 Inc. Common Stock,1999.0,Technology,EDP Services
FFNW,First Financial Northwest Inc. Common Stock,2007.0,Finance,Banks
FGB,First Trust Specialty Finance and Financial Opportunities Fund,2007.0,Finance,Finance/Investors Services
FGEN,FibroGen Inc Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
FGF,FG Financial Group Inc. Common Stock,2014.0,Finance,Property-Casualty Insurers
FGI,FGI Industries Ltd. Ordinary Shares,2022.0,Industrials,Industrial Specialties
FGIWW,FGI Industries Ltd. Warrant,2022.0,Finance,Finance Companies
FGMC,FG Merger Corp. Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
FHB,First Hawaiian Inc. Common Stock,2016.0,Finance,Major Banks
FHLT,Future Health ESG Corp. Common stock,2021.0,Industrials,Consumer Electronics/Appliances
FHLTW,Future Health ESG Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
FHS,First High-School Education Group Co. Ltd. American Depositary Shares,2021.0,Real Estate,Other Consumer Services
FHTX,Foghorn Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
FIACW,Focus Impact Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
FIBK,First Interstate BancSystem Inc. Class A Common Stock,2010.0,Finance,Major Banks
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,2011.0,Finance,Finance/Investors Services
FIGS,FIGS Inc. Class A Common Stock,2021.0,Consumer Discretionary,Medical Specialities
FINMU,Marlin Technology Corporation Unit,2021.0,Finance,Business Services
FINMW,Marlin Technology Corporation Warrant,2021.0,Finance,Business Services
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,2019.0,Finance,Finance/Investors Services
FINV,FinVolution Group American Depositary Shares,2017.0,Finance,Finance: Consumer Services
FINW,FinWise Bancorp Common Stock,2021.0,Finance,Commercial Banks
FISI,Financial Institutions Inc. Common Stock,1999.0,Finance,Major Banks
FISV,Fiserv Inc. Common Stock,1986.0,Consumer Discretionary,Business Services
FIVE,Five Below Inc. Common Stock,2012.0,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,2014.0,Technology,EDP Services
FIX,Comfort Systems USA Inc. Common Stock,1997.0,Industrials,Engineering & Construction
FIXX,Homology Medicines Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
FLAC,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,2021.0,Finance,Business Services
FLACU,Frazier Lifesciences Acquisition Corporation Unit,2020.0,Finance,Business Services
FLACW,Frazier Lifesciences Acquisition Corporation Warrant,2021.0,Finance,Business Services
FLAG,First Light Acquisition Group Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,2003.0,Finance,Trusts Except Educational Religious and Charitable
FLEX,Flex Ltd. Ordinary Shares,1994.0,Technology,Electrical Products
FLFV,Feutune Light Acquisition Corporation Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
FLFVU,Feutune Light Acquisition Corporation Unit,2022.0,Industrials,Consumer Electronics/Appliances
FLFVW,Feutune Light Acquisition Corporation Warrant,2022.0,Industrials,Consumer Electronics/Appliances
FLGT,Fulgent Genetics Inc. Common Stock,2016.0,Health Care,Medical Specialities
FLME,Flame Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
FLNC,Fluence Energy Inc. Class A Common Stock,2021.0,Utilities,Power Generation
FLNG,FLEX LNG Ltd. Ordinary Shares,2019.0,Consumer Discretionary,Marine Transportation
FLT,FleetCor Technologies Inc. Common Stock,2010.0,Technology,EDP Services
FLWS,1-800-FLOWERS.COM Inc. Common Stock,1999.0,Consumer Discretionary,Catalog/Specialty Distribution
FLYW,Flywire Corporation Voting Common Stock,2021.0,Technology,EDP Services
FMIV,Forum Merger IV Corporation Class A Common stock,2021.0,Industrials,Consumer Electronics/Appliances
FMN,Federated Hermes Premier Municipal Income Fund,2002.0,Finance,Finance Companies
FMTX,Forma Therapeutics Holdings Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,2005.0,Finance,Finance/Investors Services
FN,Fabrinet Ordinary Shares,2010.0,Utilities,Telecommunications Equipment
FNA,Paragon 28 Inc. Common Stock,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FNCH,Finch Therapeutics Group Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
FND,Floor & Decor Holdings Inc. Common Stock,2017.0,Consumer Discretionary,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,2014.0,Finance,Specialty Insurers
FNKO,Funko Inc. Class A Common Stock,2017.0,Consumer Discretionary,Recreational Games/Products/Toys
FNWB,First Northwest Bancorp Common Stock,2015.0,Finance,Banks
FOA,Finance of America Companies Inc. Class A Common Stock,2021.0,Finance,Finance Companies
FOCS,Focus Financial Partners Inc. Class A Common Stock,2018.0,Finance,Investment Managers
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,2006.0,Finance,Finance/Investors Services
FOLD,Amicus Therapeutics Inc. Common Stock,2007.0,Health Care,Biotechnology: Pharmaceutical Preparations
FONR,Fonar Corporation Common Stock,1981.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FOR,Forestar Group Inc Common Stock ,2017.0,Finance,Real Estate
FORG,ForgeRock Inc. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
FORM,FormFactor Inc. FormFactor Inc. Common Stock,2003.0,Technology,Semiconductors
FORR,Forrester Research Inc. Common Stock,1996.0,Consumer Discretionary,EDP Services
FOSL,Fossil Group Inc. Common Stock,1993.0,Consumer Discretionary,Consumer Specialties
FOUR,Shift4 Payments Inc. Class A Common Stock,2020.0,Technology,EDP Services
FOXF,Fox Factory Holding Corp. Common Stock,2013.0,Consumer Discretionary,Auto Parts:O.E.M.
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
FOXWW,FoxWayne Enterprises Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,2021.0,Finance,Business Services
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,2013.0,Finance,Trusts Except Educational Religious and Charitable
FPH,Five Point Holdings LLC Class A Common Shares,2017.0,Real Estate,Real Estate
FPI,Farmland Partners Inc. Common Stock,2014.0,Real Estate,Real Estate Investment Trusts
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,2014.0,Finance,Trusts Except Educational Religious and Charitable
FR,First Industrial Realty Trust Inc. Common Stock,1994.0,Real Estate,Real Estate Investment Trusts
